file,003.c,004.c,001.c,002.c
003.c,0.0,79.82062780269058,84.96420047732697,80.9090909090909
004.c,79.82062780269058,0.0,88.99803536345776,91.13207547169812
001.c,84.96420047732697,88.99803536345776,0.0,93.63817097415506
002.c,80.9090909090909,91.13207547169812,93.63817097415506,0.0
